,Um,Ur,Ud,C_target
606,0.83764,0.89987,0.80377,0.0
607,0.83788,0.90022,0.80382,0.0
608,0.83784,0.90011,0.80377,0.0
609,0.838,0.90022,0.80379,0.0
610,0.83788,0.90023,0.80382,0.0
611,0.83788,0.9003,0.80379,0.0
612,0.83802,0.90045,0.80381,0.0
613,0.83795,0.90052,0.80382,0.0
614,0.838,0.90051,0.80385,0.0
615,0.83816,0.9005,0.80383,0.0
616,0.8383,0.90061,0.8038,0.0
617,0.83827,0.90066,0.80381,0.0
618,0.83831,0.90087,0.80381,0.0
619,0.83826,0.90071,0.80384,0.0
620,0.83836,0.90094,0.80389,0.0
621,0.8385,0.90097,0.8039,0.0
622,0.83834,0.90101,0.80388,0.0
623,0.8383,0.90101,0.80392,0.0
624,0.83856,0.90111,0.80385,0.0
625,0.83875,0.90123,0.8039,0.0
626,0.8384,0.90125,0.80387,0.0
627,0.83848,0.90111,0.80388,0.0
628,0.83837,0.90127,0.80391,0.0
629,0.83856,0.90128,0.80394,0.0
630,0.83853,0.90131,0.8039,0.0
631,0.83856,0.90141,0.80395,0.0
632,0.8386,0.90169,0.80389,0.0
633,0.8388,0.90162,0.80393,0.0
634,0.83873,0.90151,0.80394,0.0
635,0.83879,0.90161,0.80398,0.0
636,0.83883,0.9017,0.80395,0.0
637,0.83885,0.90158,0.804,0.0
638,0.83899,0.90163,0.80395,0.0
639,0.83891,0.90164,0.80391,0.0
640,0.83888,0.90182,0.80393,0.0
641,0.83888,0.90176,0.80394,0.0
642,0.83884,0.90174,0.80395,0.0
643,0.83886,0.90172,0.80393,0.0
644,0.8388,0.90175,0.80396,0.0
645,0.83891,0.90167,0.80394,0.0
646,0.83892,0.90169,0.80392,0.0
647,0.83889,0.90176,0.8039,0.0
648,0.83878,0.90179,0.80396,0.0
649,0.83884,0.90178,0.80397,0.0
650,0.83903,0.90182,0.80394,0.0
651,0.83888,0.90161,0.80396,0.0
652,0.83881,0.90158,0.8039,0.0
653,0.83894,0.90168,0.80393,0.0
654,0.83875,0.90172,0.80396,0.0
655,0.83875,0.90135,0.80391,0.0
656,0.83869,0.9014,0.80394,0.0
657,0.83873,0.90125,0.80386,0.0
658,0.83884,0.90128,0.80381,0.0
659,0.83869,0.90115,0.80387,0.0
660,0.83857,0.90111,0.80389,0.0
661,0.83847,0.90099,0.80384,0.0
662,0.83845,0.90099,0.80385,0.0
663,0.8384,0.90091,0.8038,0.0
664,0.83833,0.90083,0.80379,0.0
665,0.83832,0.90076,0.80381,0.0
666,0.83812,0.90079,0.80378,0.0
667,0.83798,0.9005,0.80375,0.0
668,0.83806,0.90013,0.80372,0.0
669,0.83784,0.9001,0.80371,0.0
670,0.83792,0.90003,0.80373,0.0
671,0.83797,0.89995,0.80375,0.0
672,0.83774,0.89984,0.8037,0.0
673,0.8376,0.89988,0.80365,0.0
674,0.83739,0.89946,0.80366,0.0
675,0.83744,0.89941,0.80362,0.0
676,0.8372,0.8993,0.80359,0.0
677,0.83698,0.89905,0.80361,0.0
678,0.83683,0.89901,0.80363,0.0
679,0.83694,0.89882,0.80355,0.0
680,0.83671,0.89847,0.80355,0.0
681,0.83648,0.89838,0.8035,0.0
682,0.83657,0.89827,0.80349,0.0
683,0.8363,0.89813,0.80344,0.0
684,0.8362,0.89782,0.80343,0.0
685,0.83622,0.89758,0.8034,0.0
686,0.83597,0.89733,0.80341,0.0
687,0.83588,0.89712,0.80333,0.0
688,0.83551,0.89684,0.80328,0.0
689,0.83539,0.89659,0.80326,0.0
690,0.83535,0.89637,0.80323,0.0
691,0.8353,0.89608,0.80319,0.0
692,0.83493,0.896,0.8032,0.0
693,0.83473,0.89582,0.80313,0.0
694,0.83462,0.89566,0.80314,0.0
695,0.83443,0.89528,0.80309,0.0
696,0.83432,0.89491,0.80305,0.0
697,0.83414,0.89474,0.80302,0.0
698,0.83389,0.89426,0.803,0.0
699,0.83371,0.89391,0.8029,0.0
700,0.83352,0.89388,0.8029,0.0
701,0.83341,0.89338,0.80287,0.0
702,0.83303,0.89321,0.80281,0.0
703,0.83279,0.89282,0.80278,0.0
704,0.83282,0.89268,0.80275,0.0
705,0.83236,0.89236,0.80275,0.0
706,0.83222,0.89215,0.80264,0.0
707,0.83203,0.89165,0.8026,0.0
708,0.83205,0.89131,0.8026,0.0
709,0.83163,0.89106,0.80256,0.0
710,0.83145,0.8908,0.80249,0.0
711,0.83114,0.89034,0.8024,0.0
712,0.83091,0.89003,0.80243,0.0
713,0.83045,0.88961,0.80237,0.0
714,0.83043,0.88917,0.80231,0.0
715,0.82996,0.88891,0.80231,0.0
716,0.82986,0.88835,0.80222,0.0
717,0.82948,0.88795,0.80217,0.0
718,0.82927,0.88768,0.80212,0.0
719,0.82894,0.88708,0.80205,0.0
720,0.82878,0.88685,0.802,0.0
721,0.82832,0.88632,0.80195,0.0
722,0.82813,0.88599,0.80193,0.0
723,0.82782,0.88559,0.8019,0.0
724,0.82772,0.88512,0.80178,0.0
725,0.82731,0.88459,0.80171,0.0
726,0.82679,0.88418,0.80168,0.0
727,0.82661,0.88364,0.80166,0.0
728,0.8262,0.88317,0.80156,0.0
729,0.82586,0.88281,0.80148,0.0
730,0.82558,0.88238,0.80144,0.0
731,0.82545,0.88183,0.80135,0.0
732,0.82497,0.88123,0.80131,0.0
733,0.82474,0.88093,0.80127,0.0
734,0.82412,0.88045,0.80117,0.0
735,0.82392,0.88003,0.80111,0.0
736,0.82371,0.87946,0.80102,0.0
737,0.82328,0.87886,0.80098,0.0
738,0.823,0.87833,0.80089,0.0
739,0.82269,0.87789,0.80089,0.0
740,0.82233,0.87728,0.80077,0.0
741,0.82189,0.87691,0.80071,0.0
742,0.82167,0.87639,0.80065,0.0
743,0.8212,0.8758,0.80055,0.0
744,0.82092,0.87521,0.80053,0.0
745,0.82036,0.87469,0.80044,0.0
746,0.82016,0.87422,0.80035,0.0
747,0.8198,0.87369,0.8003,0.0
748,0.81961,0.87315,0.80024,0.0
749,0.81921,0.87249,0.80013,0.0
750,0.81872,0.87202,0.80007,0.0
751,0.81842,0.87145,0.80004,0.0
752,0.81794,0.87091,0.7999,0.0
753,0.81753,0.87027,0.79983,0.0
754,0.81718,0.86971,0.79977,0.0
755,0.81657,0.86918,0.79974,0.0
756,0.81637,0.86847,0.79961,0.0
757,0.8159,0.86775,0.79957,0.0
758,0.81534,0.86729,0.79946,0.0
759,0.81493,0.86648,0.79941,0.0
760,0.81429,0.86573,0.79933,0.0
761,0.8139,0.86514,0.79922,0.0
762,0.81352,0.86448,0.7991,0.0
763,0.813,0.86376,0.79907,0.0
764,0.8124,0.86301,0.79892,0.0
765,0.81203,0.86213,0.79886,0.0
766,0.81143,0.8613,0.79876,0.0
767,0.81082,0.86056,0.79863,0.0
768,0.81012,0.85992,0.79847,0.0
769,0.80966,0.85894,0.79841,0.0
770,0.80917,0.85808,0.79828,0.0
771,0.80853,0.85727,0.79819,0.0
772,0.808,0.85637,0.79807,0.0
773,0.80725,0.85546,0.79792,0.0
774,0.80666,0.85454,0.79782,0.0
775,0.80601,0.85354,0.79773,0.0
776,0.80539,0.8526,0.79755,0.0
777,0.80466,0.85161,0.79746,0.0
778,0.80398,0.85077,0.7973,0.0
779,0.80339,0.84975,0.79722,0.0
780,0.80284,0.84881,0.79703,0.0
781,0.80209,0.8477,0.79695,0.0
782,0.80146,0.84669,0.79679,0.0
783,0.80076,0.84569,0.79667,0.0
784,0.80009,0.84453,0.79653,0.0
785,0.79935,0.84362,0.79639,0.0
786,0.79859,0.84256,0.79626,0.0
787,0.79786,0.84162,0.79613,0.0
788,0.79714,0.8407,0.79598,0.0
789,0.79657,0.8396,0.79583,0.0
790,0.79578,0.83853,0.79568,0.0
791,0.79504,0.83759,0.79553,0.0
792,0.79438,0.83663,0.79542,0.0
793,0.79366,0.83555,0.79529,0.0
794,0.79303,0.83434,0.79522,0.0
795,0.79226,0.83355,0.79506,0.0
796,0.7914,0.83247,0.79486,0.0
797,0.79106,0.83148,0.79477,0.0
798,0.79052,0.83052,0.79469,0.0
799,0.78976,0.82976,0.79453,0.0
800,0.78917,0.82869,0.79439,0.0
801,0.78849,0.82784,0.79426,0.0
802,0.7877,0.82686,0.79413,0.0
803,0.78719,0.8257,0.794,0.0
804,0.78644,0.82468,0.79388,0.0
805,0.78579,0.82369,0.79376,0.0
806,0.78489,0.82287,0.79363,0.0
807,0.7844,0.82204,0.79347,0.0
808,0.78394,0.82089,0.79331,0.0
809,0.7832,0.81993,0.79317,0.0
810,0.78236,0.81892,0.79308,0.0
811,0.78178,0.81785,0.79296,0.0
812,0.78108,0.81692,0.79284,0.0
813,0.7805,0.81595,0.7927,0.0
814,0.77959,0.81472,0.79257,0.0
815,0.7789,0.81371,0.79236,0.0
816,0.77817,0.81262,0.79223,0.0
817,0.77737,0.81155,0.79206,0.0
818,0.77667,0.81045,0.79197,0.0
819,0.77582,0.8094,0.79174,0.0
820,0.77514,0.80818,0.79163,0.0
821,0.77422,0.80695,0.79144,0.0
822,0.77342,0.80584,0.79126,0.0
823,0.77272,0.80472,0.79115,0.0
824,0.77196,0.80333,0.79095,0.0
825,0.77078,0.80193,0.79078,0.0
826,0.77003,0.80086,0.79063,0.0
827,0.76922,0.79974,0.79043,0.0
828,0.76841,0.79849,0.79027,0.0
829,0.76752,0.7972,0.79008,0.0
830,0.76656,0.79577,0.78996,0.0
831,0.76558,0.79446,0.78969,0.0
832,0.76473,0.79311,0.78958,0.0
833,0.76393,0.79187,0.78934,0.0
834,0.76301,0.79046,0.7892,0.0
835,0.76198,0.78918,0.789,0.0
836,0.76114,0.78798,0.78883,0.0
837,0.76021,0.78654,0.78863,0.0
838,0.75909,0.78511,0.78844,0.0
839,0.75833,0.78391,0.78829,0.0
840,0.75734,0.78238,0.78809,0.0
841,0.75653,0.78119,0.78791,0.0
842,0.75552,0.77962,0.78771,0.0
843,0.75467,0.77856,0.78749,0.0
844,0.75381,0.77701,0.78731,0.0
845,0.75279,0.77558,0.78715,0.0
846,0.75175,0.77416,0.78694,0.0
847,0.75078,0.77283,0.78676,0.0
848,0.74984,0.77138,0.78652,0.0
849,0.7488,0.76983,0.78638,0.0
850,0.74785,0.76828,0.78615,0.0
851,0.74685,0.76705,0.78591,0.0
852,0.74592,0.76539,0.78572,0.0
853,0.74508,0.76416,0.78551,0.0
854,0.74364,0.76254,0.78527,0.0
855,0.74281,0.76109,0.78507,0.0
856,0.74166,0.75969,0.7849,0.0
857,0.74077,0.75812,0.78463,0.0
858,0.73966,0.75685,0.78447,0.0
859,0.73871,0.75531,0.78429,0.0
860,0.73774,0.75382,0.78402,0.0
861,0.73646,0.75227,0.78382,0.0
862,0.73572,0.75088,0.78368,0.0
863,0.73469,0.7494,0.78346,0.0
864,0.73362,0.74819,0.78321,0.0
865,0.73259,0.74661,0.78301,0.0
866,0.73166,0.74507,0.78278,0.0
867,0.73075,0.74379,0.78262,0.0
868,0.72954,0.74233,0.78241,0.0
869,0.7287,0.74104,0.78216,0.0
870,0.72796,0.73975,0.78202,0.0
871,0.72711,0.73835,0.78188,0.0
872,0.72593,0.73706,0.78165,0.0
873,0.72513,0.73569,0.78145,0.0
874,0.72426,0.73443,0.7813,0.0
875,0.72334,0.73328,0.78105,0.0
876,0.72259,0.73224,0.78085,0.0
877,0.72165,0.7309,0.78077,0.0
878,0.72075,0.72974,0.78059,0.0
879,0.71997,0.7285,0.78043,0.0
880,0.71899,0.72733,0.78025,0.0
881,0.71827,0.72612,0.78007,0.0
882,0.71746,0.72531,0.77988,0.0
883,0.71657,0.72385,0.77977,0.0
884,0.71591,0.72293,0.77958,0.0
885,0.71499,0.72168,0.77944,0.0
886,0.71439,0.72053,0.77931,0.0
887,0.71366,0.71953,0.77911,0.0
888,0.71292,0.7186,0.77897,0.0
889,0.71193,0.71763,0.77878,0.0
890,0.71153,0.71631,0.77865,0.0
891,0.7107,0.71526,0.77847,0.0
892,0.70974,0.71431,0.77832,0.0
893,0.70905,0.71314,0.77819,0.0
894,0.70827,0.71186,0.77804,0.0
895,0.70754,0.71104,0.77788,0.0
896,0.70675,0.70981,0.77772,0.0
897,0.70571,0.70866,0.77753,0.0
898,0.70518,0.70761,0.77739,0.0
899,0.70458,0.70679,0.77725,0.0
900,0.70361,0.70548,0.77719,0.0
901,0.70283,0.70415,0.77705,0.0
902,0.7019,0.70276,0.77686,0.0
903,0.70122,0.70173,0.77667,0.0
904,0.70021,0.7004,0.77651,0.0
905,0.69935,0.69928,0.77636,0.0
906,0.69831,0.69791,0.77626,0.0
907,0.69748,0.69665,0.77611,0.0
908,0.69686,0.69549,0.7759,0.0
909,0.69546,0.69384,0.77566,0.0
910,0.69472,0.69249,0.77547,0.0
911,0.69378,0.69112,0.7753,0.0
912,0.69287,0.68962,0.77511,0.0
913,0.69184,0.68838,0.77494,0.0
914,0.69094,0.68689,0.77465,0.0
915,0.68988,0.68546,0.77448,0.0
916,0.68888,0.68404,0.77417,0.0
917,0.6879,0.68252,0.77397,0.0
918,0.68687,0.68104,0.77376,0.0
919,0.68584,0.67947,0.77354,0.0
920,0.68474,0.67777,0.77327,0.0
921,0.68366,0.67612,0.77307,0.0
922,0.68269,0.67473,0.7728,0.0
923,0.6813,0.67341,0.77254,0.0
924,0.68007,0.67146,0.7723,0.0
925,0.67911,0.66992,0.77209,0.0
926,0.6783,0.66827,0.77183,0.0
927,0.67707,0.66665,0.77159,0.0
928,0.6759,0.66514,0.77144,0.0
929,0.67495,0.66344,0.77114,0.0
930,0.67366,0.66201,0.77092,0.0
931,0.67256,0.66053,0.7707,0.0
932,0.67147,0.6588,0.77048,0.0
933,0.67084,0.65734,0.77025,0.0
934,0.66936,0.65558,0.76999,0.0
935,0.66837,0.65418,0.76973,0.0
936,0.6673,0.6527,0.76954,0.0
937,0.6664,0.65116,0.76923,0.0
938,0.6654,0.64979,0.76909,0.0
939,0.66446,0.6481,0.76884,0.0
940,0.6633,0.64691,0.76862,0.0
941,0.66219,0.64527,0.76844,0.0
942,0.66138,0.64393,0.76824,0.0
943,0.66069,0.64261,0.76805,0.0
944,0.65947,0.64113,0.76778,0.0
945,0.65867,0.6398,0.76755,0.0
946,0.65755,0.63842,0.7674,0.0
947,0.65695,0.63723,0.76718,0.0
948,0.65589,0.63575,0.76702,0.0
949,0.65488,0.6345,0.76681,0.0
950,0.65411,0.63334,0.76663,0.0
951,0.65316,0.63201,0.76644,0.0
952,0.65223,0.63094,0.76627,0.0
953,0.65134,0.62957,0.76613,0.0
954,0.65049,0.62858,0.76586,0.0
955,0.64994,0.62732,0.7657,0.0
956,0.64899,0.62619,0.76549,0.0
957,0.64782,0.62513,0.76536,0.0
958,0.64758,0.62405,0.76519,0.0
959,0.64674,0.62322,0.76495,0.0
960,0.646,0.62199,0.76482,0.0
961,0.64525,0.62085,0.76468,0.0
962,0.64458,0.62001,0.76449,0.0
963,0.64371,0.61881,0.76435,0.0
964,0.64269,0.61773,0.76421,0.0
965,0.64176,0.61675,0.76411,0.0
966,0.64159,0.61567,0.76389,0.0
967,0.64092,0.61492,0.76372,0.0
968,0.64036,0.61399,0.76353,0.0
969,0.63931,0.61307,0.76346,0.0
970,0.63912,0.61226,0.76331,0.0
971,0.63831,0.61098,0.76318,0.0
972,0.63762,0.61031,0.76296,0.0
973,0.63704,0.60938,0.76288,0.0
974,0.63638,0.60861,0.76272,0.0
975,0.63576,0.60766,0.76261,0.0
976,0.63519,0.60682,0.76247,0.0
977,0.63443,0.60578,0.7623,0.0
978,0.63378,0.60495,0.76218,0.0
979,0.63343,0.60398,0.76208,0.0
980,0.63259,0.60346,0.76183,0.0
981,0.63242,0.60237,0.76177,0.0
982,0.63165,0.60178,0.76166,0.0
983,0.63113,0.60086,0.76157,0.0
984,0.63039,0.59998,0.76142,0.0
985,0.62983,0.59933,0.76134,0.0
986,0.62942,0.59855,0.76122,0.0
987,0.62869,0.59776,0.76108,0.0
988,0.62864,0.59717,0.76096,0.0
989,0.62772,0.59652,0.76085,0.0
990,0.62755,0.59569,0.76072,0.0
991,0.62673,0.59484,0.76058,0.0
992,0.62633,0.59412,0.76052,0.0
993,0.6254,0.5934,0.76039,0.0
994,0.62537,0.59279,0.76026,0.0
995,0.62475,0.5921,0.76011,0.0
996,0.62413,0.5913,0.76006,0.0
997,0.62373,0.5905,0.75993,0.0
998,0.62298,0.5901,0.75985,0.0
999,0.6227,0.58924,0.75969,0.0
1000,0.62206,0.58846,0.7596,0.0
1001,0.62174,0.58755,0.75951,0.0
1002,0.62133,0.587,0.75942,0.0
1003,0.62089,0.58644,0.75936,0.0
1004,0.62037,0.5859,0.75928,0.0
1005,0.61984,0.58516,0.75912,0.0
1006,0.61977,0.58459,0.759,0.0
1007,0.61902,0.58396,0.75889,0.0
1008,0.61846,0.5831,0.75883,0.0
1009,0.61788,0.58269,0.75869,0.0
1010,0.61732,0.58189,0.7586,0.0
1011,0.61715,0.58114,0.75854,0.0
1012,0.61651,0.5808,0.75839,0.0
1013,0.61618,0.57992,0.75832,0.0
1014,0.61572,0.57924,0.75818,0.0
1015,0.61554,0.57883,0.75804,0.0
1016,0.61488,0.57814,0.75804,0.0
1017,0.61433,0.57745,0.75788,0.0
1018,0.61387,0.57662,0.75782,0.0
1019,0.61341,0.5761,0.75775,0.0
1020,0.61314,0.57571,0.75762,0.0
1021,0.61245,0.57506,0.75753,0.0
1022,0.61209,0.57448,0.7574,0.0
1023,0.61178,0.57358,0.75725,0.0
1024,0.61134,0.57302,0.75716,0.0
1025,0.61091,0.57231,0.75713,0.0
1026,0.61041,0.57192,0.75702,0.0
1027,0.61012,0.57134,0.75699,0.0
1028,0.60959,0.57069,0.75683,0.0
1029,0.60942,0.57032,0.75684,0.0
1030,0.60851,0.5697,0.75678,0.0
1031,0.6082,0.56906,0.75661,0.0
1032,0.60795,0.56821,0.7565,0.0
1033,0.60734,0.56761,0.75633,0.0
1034,0.60708,0.56713,0.75632,0.0
1035,0.6066,0.56675,0.75621,0.0
1036,0.60609,0.56584,0.75612,0.0
1037,0.60585,0.56551,0.75605,0.0
1038,0.60546,0.56491,0.75596,0.0
1039,0.60508,0.56428,0.75589,0.0
1040,0.60457,0.56387,0.75577,0.0
1041,0.60439,0.56324,0.75573,0.0
1042,0.60376,0.56258,0.7556,0.0
1043,0.60334,0.56211,0.75554,0.0
1044,0.60278,0.56157,0.75546,0.0
1045,0.60248,0.5608,0.75537,0.0
1046,0.60222,0.56034,0.75529,0.0
1047,0.60183,0.55994,0.75521,0.0
1048,0.60128,0.55929,0.75513,0.0
1049,0.60089,0.55864,0.75499,0.0
1050,0.60041,0.55823,0.7549,0.0
1051,0.60021,0.55749,0.75483,0.0
1052,0.59989,0.55728,0.75477,0.0
1053,0.5995,0.55654,0.75471,0.0
1054,0.59887,0.55621,0.75459,0.0
1055,0.59887,0.55541,0.75449,0.0
1056,0.59839,0.55477,0.75441,0.0
1057,0.59789,0.55431,0.75434,0.0
1058,0.59741,0.55404,0.7543,0.0
1059,0.59713,0.55325,0.75414,0.0
1060,0.59665,0.55279,0.75406,0.0
1061,0.59609,0.55223,0.75405,0.0
1062,0.59604,0.55171,0.75393,0.0
1063,0.59578,0.55112,0.75389,0.0
1064,0.59519,0.55064,0.75378,0.0
1065,0.59488,0.5502,0.75364,0.0
1066,0.59452,0.54999,0.75367,0.0
1067,0.59417,0.54889,0.75353,0.0
1068,0.59365,0.54845,0.75347,0.0
1069,0.59304,0.54793,0.75338,0.0
1070,0.59277,0.54757,0.75323,0.0
1071,0.59244,0.54669,0.75313,0.0
1072,0.59203,0.54637,0.75309,0.0
1073,0.59181,0.54584,0.75303,0.0
1074,0.59111,0.5452,0.75299,0.0
1075,0.59111,0.54463,0.75286,0.0
1076,0.59054,0.54438,0.75281,0.0
1077,0.59002,0.54385,0.7527,0.0
1078,0.58959,0.54305,0.75264,0.0
1079,0.58951,0.54266,0.75259,0.0
1080,0.58926,0.54224,0.75246,0.0
1081,0.58901,0.54187,0.7524,0.0
1082,0.58846,0.54098,0.75237,0.0
1083,0.5879,0.54082,0.75232,0.0
1084,0.58764,0.54037,0.7522,0.0
1085,0.58711,0.53987,0.75213,0.0
1086,0.58672,0.53924,0.75199,0.0
1087,0.58673,0.53854,0.75198,0.0
1088,0.58635,0.53806,0.75186,0.0
1089,0.58589,0.5376,0.75178,0.0
1090,0.58569,0.53726,0.75167,0.0
1091,0.58498,0.53667,0.75163,0.0
1092,0.58493,0.53599,0.75146,0.0
1093,0.58438,0.53578,0.7514,0.0
1094,0.58402,0.53536,0.75141,0.0
1095,0.5836,0.53474,0.75136,0.0
1096,0.58305,0.53429,0.75121,0.0
1097,0.58307,0.53374,0.75112,0.0
1098,0.58261,0.53298,0.75105,0.0
1099,0.5822,0.53268,0.75097,0.0
1100,0.58174,0.5324,0.75095,0.0
1101,0.58158,0.5319,0.75089,0.0
1102,0.58103,0.53127,0.75076,0.0
1103,0.58069,0.53087,0.7507,0.0
1104,0.58079,0.53021,0.75063,0.0
1105,0.58024,0.53013,0.75062,0.0
1106,0.58001,0.52931,0.75054,0.0
1107,0.57928,0.52863,0.75048,0.0
1108,0.57919,0.52847,0.7504,0.0
1109,0.57882,0.52771,0.75031,0.0
1110,0.57842,0.52747,0.75021,0.0
1111,0.57823,0.52707,0.75009,0.0
1112,0.57821,0.5262,0.75004,0.0
1113,0.57721,0.52585,0.75003,0.0
1114,0.57739,0.52552,0.74994,0.0
1115,0.57686,0.52522,0.74984,0.0
1116,0.57653,0.52443,0.74976,0.0
1117,0.57588,0.52392,0.74963,0.0
1118,0.57558,0.5238,0.74955,0.0
1119,0.5757,0.52278,0.74956,0.0
1120,0.5751,0.52269,0.74948,0.0
1121,0.57454,0.52209,0.74944,0.0
1122,0.57431,0.52176,0.7493,0.0
1123,0.57395,0.52123,0.74925,0.0
1124,0.57407,0.52065,0.74924,0.0
1125,0.57349,0.52003,0.74912,0.0
1126,0.57299,0.51968,0.749,0.0
1127,0.57302,0.51953,0.74896,0.0
1128,0.57261,0.51898,0.7489,0.0
1129,0.57232,0.51865,0.74882,0.0
1130,0.57161,0.51793,0.74876,0.0
1131,0.57164,0.5177,0.74872,0.0
1132,0.57117,0.51695,0.74869,0.0
1133,0.57106,0.51668,0.74863,0.0
1134,0.57082,0.51601,0.7486,0.0
1135,0.57037,0.51586,0.74854,0.0
1136,0.57,0.51556,0.74844,0.0
1137,0.56984,0.51486,0.7484,0.0
1138,0.56944,0.51457,0.7483,0.0
1139,0.56928,0.51413,0.74823,0.0
1140,0.56904,0.51369,0.74814,0.0
1141,0.56853,0.51341,0.74806,0.0
1142,0.56832,0.51265,0.74798,0.0
1143,0.56811,0.51239,0.74793,0.0
1144,0.56778,0.51227,0.74796,0.0
1145,0.56744,0.51179,0.74785,0.0
1146,0.56722,0.51106,0.7478,0.0
1147,0.56684,0.51085,0.7477,0.0
1148,0.5667,0.51051,0.7477,0.0
1149,0.56686,0.50996,0.74763,0.0
1150,0.56638,0.5095,0.74758,0.0
1151,0.56618,0.50925,0.7476,0.0
1152,0.56601,0.50883,0.74752,0.0
1153,0.56547,0.50866,0.74743,0.0
1154,0.56549,0.50808,0.74737,0.0
1155,0.56514,0.5078,0.74736,0.0
1156,0.56504,0.50701,0.74739,0.0
1157,0.56447,0.50705,0.74724,0.0
1158,0.56405,0.50662,0.74717,0.0
1159,0.56397,0.5063,0.74709,0.0
1160,0.56419,0.50582,0.74714,0.0
1161,0.5637,0.50547,0.74702,0.0
1162,0.56333,0.50526,0.74694,0.0
1163,0.56326,0.50476,0.74695,0.0
1164,0.56312,0.50445,0.74689,0.0
1165,0.56336,0.50393,0.74697,0.0
1166,0.56312,0.5037,0.74678,0.0
1167,0.56269,0.50347,0.7468,0.0
1168,0.56251,0.503,0.74678,0.0
1169,0.56181,0.5027,0.74672,0.0
1170,0.56181,0.50257,0.7467,0.0
1171,0.5619,0.50216,0.74673,0.0
1172,0.56166,0.50166,0.74661,0.0
1173,0.56136,0.50152,0.74661,0.0
1174,0.56119,0.50141,0.74656,0.0
1175,0.56089,0.50106,0.74658,0.0
1176,0.56065,0.50065,0.74647,0.0
1177,0.56038,0.50038,0.74649,0.0
1178,0.56025,0.50003,0.74643,0.0
1179,0.56047,0.49953,0.74648,0.0
1180,0.56017,0.49946,0.74638,0.0
1181,0.5598,0.4988,0.74644,0.0
1182,0.55964,0.49834,0.74631,0.0
1183,0.55966,0.49847,0.74627,0.0
1184,0.55919,0.49797,0.74622,0.0
1185,0.55914,0.49784,0.74627,0.0
1186,0.55878,0.49782,0.7462,0.0
1187,0.55894,0.49766,0.7462,0.0
1188,0.5585,0.49723,0.74614,0.0
1189,0.55834,0.49669,0.74613,0.0
1190,0.5581,0.49643,0.74608,0.0
1191,0.55834,0.49621,0.74607,0.0
1192,0.55793,0.49589,0.74603,0.0
1193,0.55774,0.49533,0.74603,0.0
1194,0.55791,0.49499,0.74596,0.0
1195,0.55739,0.49508,0.74596,0.0
1196,0.55755,0.4948,0.74591,0.0
1197,0.55682,0.49457,0.74592,0.0
1198,0.55692,0.49433,0.74589,0.0
1199,0.55686,0.49386,0.74585,0.0
1200,0.55673,0.49336,0.74581,0.0
1201,0.5564,0.49314,0.74578,0.0
1202,0.55627,0.49294,0.74568,0.0
